,precision,recall,f1-score,support
caprimulgus_climacurus,0.90625,0.90625,0.90625,32.0
caprimulgus_europaeus,1.0,0.4358974358974359,0.6071428571428571,39.0
carduelis_cannabina,0.6,0.9344262295081968,0.7307692307692307,61.0
carduelis_carduelis,0.8035714285714286,0.6521739130434783,0.72,69.0
charadrius_dubius,0.7,0.56,0.6222222222222222,25.0
charadrius_hiaticula,1.0,0.36363636363636365,0.5333333333333333,22.0
chenonetta_jubata,0.7037037037037037,0.7450980392156863,0.7238095238095238,51.0
chloris_chloris,0.6666666666666666,0.5283018867924528,0.5894736842105263,53.0
chordeiles_minor,0.8095238095238095,1.0,0.8947368421052632,17.0
chroicocephalus_ridibundus,1.0,0.625,0.7692307692307693,16.0
ciconia_ciconia,0.64,0.8,0.7111111111111111,20.0
circus_aeruginosus,0.8333333333333334,0.6,0.6976744186046512,25.0
circus_cyaneus,0.6976744186046512,0.5555555555555556,0.6185567010309279,54.0
coracias_cyanogaster,0.8823529411764706,0.9375,0.9090909090909091,16.0
corvus_frugilegus,0.9411764705882353,0.8888888888888888,0.9142857142857143,18.0
crex_crex,0.8823529411764706,0.8333333333333334,0.8571428571428571,18.0
cuculus_canorus,0.75,0.8571428571428571,0.8,21.0
dendrocopos_major,0.8,0.7407407407407407,0.7692307692307693,27.0
garrulus_glandarius,0.5368421052631579,0.85,0.6580645161290323,60.0
gavia_pacifica,1.0,0.8947368421052632,0.9444444444444444,19.0
haematopus_ostralegus,0.828125,0.5638297872340425,0.6708860759493671,94.0
hirundo_rustica,1.0,0.4444444444444444,0.6153846153846154,18.0
hydrocoloeus_minutus,0.88,0.9166666666666666,0.8979591836734694,24.0
lanius_collurio,0.9,0.47368421052631576,0.6206896551724138,19.0
lanius_excubitor,0.875,0.4117647058823529,0.56,17.0
larus_cachinnans,1.0,0.8125,0.896551724137931,16.0
larus_canus,0.6666666666666666,0.7878787878787878,0.7222222222222222,33.0
larus_crassirostris,0.8695652173913043,0.8,0.8333333333333334,25.0
larus_dominicanus,0.875,0.9545454545454546,0.9130434782608695,22.0
larus_fuscus,0.775,0.775,0.775,40.0
melanitta_nigra,0.7777777777777778,0.5833333333333334,0.6666666666666666,24.0
mergellus_albellus,0.6111111111111112,0.55,0.5789473684210527,20.0
mergus_merganser,0.42857142857142855,0.35294117647058826,0.3870967741935484,17.0
mergus_serrator,0.75,0.6666666666666666,0.7058823529411765,18.0
milvus_milvus,1.0,0.9142857142857143,0.9552238805970149,35.0
numenius_arquata,0.9166666666666666,0.5789473684210527,0.7096774193548387,19.0
otus_bakkamoena,0.9333333333333333,0.875,0.9032258064516129,16.0
otus_scops,0.7142857142857143,0.9375,0.8108108108108109,16.0
pandion_haliaetus,0.8125,0.6190476190476191,0.7027027027027027,21.0
perdix_perdix,1.0,0.45,0.6206896551724138,20.0
phasianus_colchicus,0.8787878787878788,0.90625,0.8923076923076924,32.0
phoenicopterus_roseus,0.5192307692307693,0.7941176470588235,0.627906976744186,34.0
phoenicopterus_ruber,0.53125,1.0,0.6938775510204082,17.0
phoenicurus_ochruros,0.7142857142857143,0.2777777777777778,0.4,18.0
phylloscopus_collybita,1.0,0.2,0.3333333333333333,20.0
picus_viridis,0.8181818181818182,0.6585365853658537,0.7297297297297297,41.0
pluvialis_apricaria,0.6111111111111112,0.6111111111111112,0.6111111111111112,18.0
pluvialis_squatarola,0.88,0.4583333333333333,0.6027397260273972,48.0
polyplectron_schleiermacheri,0.696969696969697,0.9583333333333334,0.8070175438596491,24.0
regulus_regulus,0.8947368421052632,0.85,0.8717948717948718,20.0
rhodopechys_obsoleta,0.5625,0.8571428571428571,0.6792452830188679,21.0
rostratula_benghalensis,1.0,0.9411764705882353,0.9696969696969697,17.0
spinus_psaltria,1.0,0.375,0.5454545454545454,16.0
strix_aluco,0.675,1.0,0.8059701492537313,27.0
tetrao_urogallus,0.65625,0.7777777777777778,0.711864406779661,27.0
tringa_totanus,0.7058823529411765,0.48,0.5714285714285714,25.0
tyto_alba,0.7837837837837838,0.90625,0.8405797101449275,32.0
accuracy,0.7129474740715959,0.7129474740715959,0.7129474740715959,0.7129474740715959
macro avg,0.7866546089057895,0.7126145471520284,0.7137467951557557,2989.0
weighted avg,0.7716944509703568,0.7129474740715959,0.7110023284553894,2989.0
